#425
#41373
# what-if time: 276.9609661102295
# cost_requests: 1719994	cache_hits: 1503891
data;

set QUERIES :=  1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 21 22;

param a :=
1 43106304 # ['c_acctbal']
2 80330752 # ['c_address']
3 174383104 # ['c_comment']
4 39182336 # ['c_custkey']
5 52895744 # ['c_mktsegment']
6 68575232 # ['c_name']
7 39182336 # ['c_nationkey']
8 62693376 # ['c_phone']
9 1567334400 # ['l_commitdate']
10 1567334400 # ['l_discount']
11 1880809472 # ['l_extendedprice']
12 1410605056 # ['l_linestatus']
13 1567334400 # ['l_orderkey']
14 1567334400 # ['l_partkey']
15 1645707264 # ['l_quantity']
16 1567334400 # ['l_receiptdate']
17 1410605056 # ['l_returnflag']
18 1567334400 # ['l_shipdate']
19 3291414528 # ['l_shipinstruct']
20 2115903488 # ['l_shipmode']
21 1567334400 # ['l_suppkey']
22 1567334400 # ['l_tax']
23 8192 # ['n_name']
24 8192 # ['n_nationkey']
25 8192 # ['n_regionkey']
26 1273700352 # ['o_comment']
27 391905280 # ['o_custkey']
28 391905280 # ['o_orderdate']
29 391905280 # ['o_orderkey']
30 627048448 # ['o_orderpriority']
31 352714752 # ['o_orderstatus']
32 391905280 # ['o_shippriority']
33 470286336 # ['o_totalprice']
34 70541312 # ['p_brand']
35 70541312 # ['p_container']
36 128024576 # ['p_name']
37 52248576 # ['p_partkey']
38 52248576 # ['p_size']
39 96665600 # ['p_type']
40 209133568 # ['ps_availqty']
41 209133568 # ['ps_partkey']
42 209133568 # ['ps_suppkey']
43 230047744 # ['ps_supplycost']
44 8192 # ['r_name']
45 8192 # ['r_regionkey']
46 5349376 # ['s_address']
47 10313728 # ['s_comment']
48 5480448 # ['s_name']
49 2605056 # ['s_nationkey']
50 4177920 # ['s_phone']
51 2605056 # ['s_suppkey']
52 107765760 # ['c_acctbal', 'c_address']
set combi[207]:= 38 419;
set combi[208]:= 38 127;
set combi[209]:= 38 272;
set combi[210]:= 38 87;
set combi[211]:= 38 262;
set combi[212]:= 38 383;
set combi[213]:= 38 108;
set combi[214]:= 38 45;
set combi[215]:= 38 95;
set combi[216]:= 38 340;
set combi[217]:= 38 380;
set combi[218]:= 38 64;
set combi[219]:= 38 10;
set combi[220]:= 38 371;
set combi[221]:= 38 117;
set combi[222]:= 38 288;
set combi[223]:= 38 407;
set combi[224]:= 38 36;
set combi[225]:= 38 155;
set combi[226]:= 38 113;
set combi[227]:= 38 84;
set combi[228]:= 38 119;
set combi[229]:= 38 402;
set combi[230]:= 38 277;
set combi[231]:= 38 397;
set combi[232]:= 38 348;
set combi[233]:= 38 19;
set combi[234]:= 38 260;
set combi[235]:= 38 319;
set combi[236]:= 38 361;
set combi[237]:= 38 282;
set combi[238]:= 38 15;
set combi[239]:= 38 65;
set combi[240]:= 38 21;
set combi[241]:= 38 187;
set combi[242]:= 38 374;
set combi[243]:= 38 52;
set combi[244]:= 38 425;
set combi[245]:= 38 145;
set combi[246]:= 38 266;
set combi[247]:= 38 195;
set combi[248]:= 38 243;
set combi[249]:= 38 199;
set combi[250]:= 38 116;
set combi[251]:= 38 32;
set combi[252]:= 38 67;
set combi[253]:= 38 171;
set combi[254]:= 38 345;
set combi[255]:= 38 128;
set combi[256]:= 38 204;
set combi[257]:= 38 75;
set combi[258]:= 38 223;
set combi[259]:= 38 18;
set combi[260]:= 38 254;
set combi[261]:= 38 59;
set combi[262]:= 38 24;
set combi[263]:= 38 299;
set combi[264]:= 38 278;
set combi[265]:= 38 142;
set combi[266]:= 38 89;
set combi[267]:= 38 214;
set combi[268]:= 38 185;
set combi[269]:= 38 404;
set combi[270]:= 38 49;
set combi[271]:= 38 385;
set combi[272]:= 38 168;
set combi[273]:= 38 381;
set combi[274]:= 38 287;
set combi[275]:= 38 283;
set combi[276]:= 38 220;
set combi[277]:= 38 239;
set combi[278]:= 38 333;
set combi[279]:= 38 418;
set combi[280]:= 38 74;
set combi[281]:= 38 341;
set combi[282]:= 38 6;
set combi[283]:= 38 200;
set combi[284]:= 38 227;
set combi[285]:= 38 183;
set combi[286]:= 38 122;
set combi[287]:= 38 268;
set combi[288]:= 38 312;
set combi[289]:= 38 85;
set combi[290]:= 38 46;
set combi[291]:= 38 136;
set combi[292]:= 38 244;
set combi[293]:= 38 421;
set combi[294]:= 38 39;
set combi[295]:= 38 249;
set combi[296]:= 38 208;
set combi[297]:= 38 362;
set combi[298]:= 38 106;
set combi[299]:= 38 179;
set combi[300]:= 38 205;
set combi[301]:= 38 382;
set combi[302]:= 38 147;
set combi[303]:= 38 97;
set combi[304]:= 38 120;
set combi[305]:= 38 349;
set combi[306]:= 38 338;
set combi[307]:= 38 367;
set combi[308]:= 38 33;
set combi[309]:= 38 215;
set combi[310]:= 38 151;
set combi[311]:= 38 323;
set combi[312]:= 38 251;
set combi[313]:= 38 86;
set combi[314]:= 38 368;
set combi[315]:= 38 22;
set combi[316]:= 38 292;
set combi[317]:= 38 310;
set combi[318]:= 38 410;
set combi[319]:= 38 256;
set combi[320]:= 38 357;
set combi[321]:= 38 247;
set combi[322]:= 38 60;
set combi[323]:= 38 300;
set combi[324]:= 38 118;
set combi[325]:= 38 317;
set combi[326]:= 38 228;
set combi[327]:= 38 365;
set combi[328]:= 38 198;
set combi[329]:= 38 54;
set combi[330]:= 38 20;
set combi[331]:= 38 80;
set combi[332]:= 38 9;
set combi[333]:= 38 124;
set combi[334]:= 38 390;
set combi[335]:= 38 148;
set combi[336]:= 38 62;
set combi[337]:= 38 291;
set combi[338]:= 38 134;
set combi[339]:= 38 411;
set combi[340]:= 38 196;
set combi[341]:= 38 170;
set combi[342]:= 38 252;
set combi[343]:= 38 295;
set combi[344]:= 38 180;
set combi[345]:= 38 138;
set combi[346]:= 38 334;
set combi[347]:= 38 48;
set combi[348]:= 38 99;
set combi[349]:= 38 423;
set combi[350]:= 38 156;
set combi[351]:= 38 160;
set combi[352]:= 38 7;
set combi[353]:= 38 408;
set combi[354]:= 38 152;
set combi[355]:= 38 396;
set combi[356]:= 38 192;
set combi[357]:= 38 337;
set combi[358]:= 38 342;
set combi[359]:= 38 212;
set combi[360]:= 38 164;
set combi[361]:= 38 350;
set combi[362]:= 38 261;
set combi[363]:= 38 296;
set combi[364]:= 38 257;
set combi[365]:= 38 217;
set combi[366]:= 38 313;
set combi[367]:= 38 281;
set combi[368]:= 38 107;
set combi[369]:= 38 331;
set combi[370]:= 38 250;
set combi[371]:= 38 406;
set combi[372]:= 38 416;
set combi[373]:= 38 34;
set combi[374]:= 38 56;
set combi[375]:= 38 211;
set combi[376]:= 38 115;
set combi[377]:= 38 135;
set combi[378]:= 38 43;
set combi[379]:= 38 230;
set combi[380]:= 38 35;
set combi[381]:= 38 28;
set combi[382]:= 38 284;
set combi[383]:= 38 304;
set combi[384]:= 38 70;
set combi[385]:= 38 17;
set combi[386]:= 38 161;
set combi[387]:= 38 4;
set combi[388]:= 38 248;
set combi[389]:= 38 82;
set combi[390]:= 38 143;
set combi[391]:= 38 1;
set combi[392]:= 38 238;
set combi[393]:= 38 50;
set combi[394]:= 38 139;
set combi[395]:= 38 213;
set combi[396]:= 38 209;
set combi[397]:= 38 346;
set combi[398]:= 38 326;
set combi[399]:= 38 356;
set combi[400]:= 38 169;
set combi[401]:= 38 413;
set combi[402]:= 38 165;
set combi[403]:= 38 104;
set combi[404]:= 38 193;
set combi[405]:= 38 221;
set combi[406]:= 38 308;
set combi[407]:= 38 273;
set combi[408]:= 38 218;
set combi[409]:= 38 101;
set combi[410]:= 38 343;
set combi[411]:= 38 226;
set combi[412]:= 38 314;
set combi[413]:= 38 77;
set combi[414]:= 38 329;
set combi[415]:= 38 364;
set combi[416]:= 38 81;
set combi[417]:= 38 234;
set combi[418]:= 38 379;
set combi[419]:= 38 231;
set combi[420]:= 38 321;
set combi[421]:= 38 42;
set combi[422]:= 38 236;
set combi[423]:= 38 159;
set combi[424]:= 38 132;
set combi[425]:= 38 177;
set combi[426]:= 38 100;
set combi[427]:= 38 267;
set combi[428]:= 38 285;
set combi[429]:= 38 359;
set combi[430]:= 38 263;
set combi[431]:= 38 188;
set combi[432]:= 38 405;
set combi[433]:= 38 57;
set combi[434]:= 38 400;
set combi[435]:= 38 414;
set combi[436]:= 38 88;
set combi[437]:= 38 246;
set combi[438]:= 38 157;
set combi[439]:= 38 339;
set combi[440]:= 38 29;
set combi[441]:= 38 129;
set combi[442]:= 38 71;
set combi[443]:= 38 23;
set combi[444]:= 38 387;
set combi[445]:= 38 305;
set combi[446]:= 38 206;
set combi[447]:= 38 394;
set combi[448]:= 38 94;
set combi[449]:= 38 311;
set combi[450]:= 38 376;
set combi[451]:= 38 153;
set combi[452]:= 38 309;
set combi[453]:= 38 58;
set combi[454]:= 38 111;
set combi[455]:= 38 258;
set combi[456]:= 38 327;
set combi[457]:= 38 318;
set combi[458]:= 38 279;
set combi[459]:= 38 13;
set combi[460]:= 38 146;
set combi[461]:= 38 26;
set combi[462]:= 38 330;
set combi[463]:= 38 301;
set combi[464]:= 38 5;
set combi[465]:= 38 409;
set combi[466]:= 38 389;
set combi[467]:= 38 422;
set combi[468]:= 38 303;
set combi[469]:= 38 172;
set combi[470]:= 38 123;
set combi[471]:= 38 403;
set combi[472]:= 38 398;
set combi[473]:= 38 114;
set combi[474]:= 38 264;
set combi[475]:= 38 78;
set combi[476]:= 38 370;
set combi[477]:= 38 224;
set combi[478]:= 38 190;
set combi[479]:= 38 388;
set combi[480]:= 38 105;
set combi[481]:= 38 324;
set combi[482]:= 38 352;
set combi[483]:= 38 269;
set combi[484]:= 38 144;
set combi[485]:= 38 392;
set combi[486]:= 38 68;
set combi[487]:= 38 201;
set combi[488]:= 38 16;
set combi[489]:= 38 66;
set combi[490]:= 38 360;
set combi[491]:= 38 25;
set combi[492]:= 38 37;
set combi[493]:= 38 140;
set combi[494]:= 38 222;
set combi[495]:= 38 237;
set combi[496]:= 38 293;
set combi[497]:= 38 280;
set combi[498]:= 38 154;
set combi[499]:= 38 166;
set combi[500]:= 38 355;
set combi[501]:= 38 351;
set combi[502]:= 38 219;
set combi[503]:= 38 259;
set combi[504]:= 38 96;
set combi[505]:= 38 332;
set combi[506]:= 38 41;
set combi[507]:= 38 8;
set combi[508]:= 38 265;
set combi[509]:= 38 235;
set combi[510]:= 38 30;
set combi[511]:= 38 320;
set combi[512]:= 38 73;
set combi[513]:= 38 225;
set combi[514]:= 38 302;
set combi[515]:= 38 121;
set combi[516]:= 38 242;
set combi[517]:= 38 40;
set combi[518]:= 38 274;
set combi[519]:= 38 125;
set combi[520]:= 38 90;
set combi[521]:= 38 270;
set combi[522]:= 38 175;
set combi[523]:= 38 203;
set combi[524]:= 38 98;
set combi[525]:= 38 294;
set combi[526]:= 38 44;
set combi[527]:= 38 372;
set combi[528]:= 38 53;
set combi[529]:= 38 149;
set combi[530]:= 38 366;
set combi[531]:= 38 181;
set combi[532]:= 38 373;
set combi[533]:= 38 141;
set combi[534]:= 38 245;
set combi[535]:= 38 253;
set combi[536]:= 38 393;
set combi[537]:= 167 417;
set combi[538]:= 167 51;
set combi[539]:= 167 55;
set combi[540]:= 167 109;
set combi[541]:= 167 315;
set combi[542]:= 167 335;
set combi[543]:= 167 176;
set combi[544]:= 167 69;
set combi[545]:= 167 11;
set combi[546]:= 167 130;
set combi[547]:= 167 31;
set combi[548]:= 167 377;
set combi[549]:= 167 197;
set combi[550]:= 167 126;
set combi[551]:= 167 307;
set combi[552]:= 167 322;
set combi[553]:= 167 233;
set combi[554]:= 167 378;
set combi[555]:= 167 61;
set combi[556]:= 167 290;
set combi[557]:= 167 150;
set combi[558]:= 167 328;
set combi[559]:= 167 162;
set combi[560]:= 167 255;
set combi[561]:= 167 424;
set combi[562]:= 167 354;
set combi[563]:= 167 194;
set combi[564]:= 167 3;
set combi[565]:= 167 399;
set combi[566]:= 167 110;
set combi[567]:= 167 297;
set combi[568]:= 167 76;
set combi[569]:= 167 395;
set combi[570]:= 167 289;
set combi[571]:= 167 276;
set combi[572]:= 167 12;
set combi[573]:= 167 415;
set combi[574]:= 167 103;
set combi[575]:= 167 344;
set combi[576]:= 167 27;
set combi[577]:= 167 91;
set combi[578]:= 167 72;
set combi[579]:= 167 173;
set combi[580]:= 167 47;
set combi[581]:= 167 316;
set combi[582]:= 167 336;
set combi[583]:= 167 189;
set combi[584]:= 167 163;
set combi[585]:= 167 2;
set combi[586]:= 167 137;
set combi[587]:= 167 210;
set combi[588]:= 167 275;
set combi[589]:= 167 286;
set combi[590]:= 167 63;
set combi[591]:= 167 325;
set combi[592]:= 167 369;
set combi[593]:= 167 363;
set combi[594]:= 167 240;
set combi[595]:= 167 271;
set combi[596]:= 167 347;
set combi[597]:= 167 216;
set combi[598]:= 167 102;
set combi[599]:= 167 358;
set combi[600]:= 167 384;
set combi[601]:= 167 420;
set combi[602]:= 167 92;
set combi[603]:= 167 386;
set combi[604]:= 167 401;
set combi[605]:= 167 79;
set combi[606]:= 167 207;
set combi[607]:= 167 391;
set combi[608]:= 167 133;
set combi[609]:= 167 83;
set combi[610]:= 167 353;
set combi[611]:= 167 112;
set combi[612]:= 167 375;
set combi[613]:= 167 174;
set combi[614]:= 167 229;
set combi[615]:= 167 93;
set combi[616]:= 167 14;
set combi[617]:= 167 182;
set combi[618]:= 167 241;
set combi[619]:= 167 298;
set combi[620]:= 167 178;
set combi[621]:= 167 184;
set combi[622]:= 167 131;
set combi[623]:= 167 412;
set combi[624]:= 167 306;
set combi[625]:= 167 186;
set combi[626]:= 167 202;
set combi[627]:= 167 158;
set combi[628]:= 167 191;
set combi[629]:= 167 232;
set combi[630]:= 167 419;
set combi[631]:= 167 127;
set combi[632]:= 167 272;
set combi[633]:= 167 87;
set combi[634]:= 167 262;
set combi[635]:= 167 383;
set combi[636]:= 167 108;
set combi[637]:= 167 45;
set combi[638]:= 167 95;
set combi[639]:= 167 340;
set combi[640]:= 167 380;
set combi[641]:= 167 64;
set combi[642]:= 167 10;
set combi[643]:= 167 371;
set combi[644]:= 167 117;
set combi[645]:= 167 288;
set combi[646]:= 167 407;
set combi[647]:= 167 36;
set combi[648]:= 167 155;
set combi[649]:= 167 113;
set combi[650]:= 167 84;
set combi[651]:= 167 119;
set combi[652]:= 167 402;
set combi[653]:= 167 277;
set combi[654]:= 167 397;
set combi[655]:= 167 348;
set combi[656]:= 167 19;
set combi[657]:= 167 260;
set combi[658]:= 167 319;
set combi[659]:= 167 361;
set combi[660]:= 167 282;
set combi[661]:= 167 15;
set combi[662]:= 167 65;
set combi[663]:= 167 21;
set combi[664]:= 167 187;
set combi[665]:= 167 374;
set combi[666]:= 167 52;
set combi[667]:= 167 425;
set combi[668]:= 167 145;
set combi[669]:= 167 266;
set combi[670]:= 167 195;
set combi[671]:= 167 243;
set combi[672]:= 167 199;
set combi[673]:= 167 116;
set combi[674]:= 167 32;
set combi[675]:= 167 67;
set combi[676]:= 167 171;
set combi[677]:= 167 345;
set combi[678]:= 167 128;
set combi[679]:= 167 204;
set combi[680]:= 167 75;
set combi[681]:= 167 223;
set combi[682]:= 167 18;
set combi[683]:= 167 254;
set combi[684]:= 167 59;
set combi[685]:= 167 24;
set combi[686]:= 167 299;
set combi[687]:= 167 278;
set combi[688]:= 167 142;
set combi[689]:= 167 89;
set combi[690]:= 167 214;
set combi[691]:= 167 185;
set combi[692]:= 167 404;
set combi[693]:= 167 49;
set combi[694]:= 167 385;
set combi[695]:= 167 168;
set combi[696]:= 167 381;
set combi[697]:= 167 287;
set combi[698]:= 167 283;
set combi[699]:= 167 220;
set combi[700]:= 167 239;
set combi[701]:= 167 333;
set combi[702]:= 167 418;
set combi[703]:= 167 74;
set combi[704]:= 167 341;
set combi[705]:= 167 6;
set combi[706]:= 167 200;
set combi[707]:= 167 227;
set combi[708]:= 167 183;
set combi[709]:= 167 122;
set combi[710]:= 167 268;
set combi[711]:= 167 312;
set combi[712]:= 167 85;
set combi[713]:= 167 46;
set combi[714]:= 167 136;
set combi[715]:= 167 244;
set combi[716]:= 167 421;
set combi[717]:= 167 39;
set combi[718]:= 167 249;
set combi[719]:= 167 208;
set combi[720]:= 167 362;
set combi[721]:= 167 106;
set combi[722]:= 167 179;
set combi[723]:= 167 205;
set combi[724]:= 167 382;
set combi[725]:= 167 147;
set combi[726]:= 167 97;
set combi[727]:= 167 120;
set combi[728]:= 167 349;
set combi[729]:= 167 338;
set combi[730]:= 167 367;
set combi[731]:= 167 33;
set combi[732]:= 167 215;
set combi[733]:= 167 151;
set combi[734]:= 167 323;
set combi[735]:= 167 251;
set combi[736]:= 167 86;
set combi[737]:= 167 368;
set combi[738]:= 167 22;
set combi[739]:= 167 292;
set combi[740]:= 167 310;
set combi[741]:= 167 410;
set combi[742]:= 167 256;
set combi[743]:= 167 357;
set combi[744]:= 167 247;
set combi[745]:= 167 60;
set combi[746]:= 167 300;
set combi[747]:= 167 118;
set combi[748]:= 167 317;
set combi[749]:= 167 228;
set combi[750]:= 167 365;
set combi[751]:= 167 198;
set combi[752]:= 167 54;
set combi[753]:= 167 20;
set combi[754]:= 167 80;
set combi[755]:= 167 9;
set combi[756]:= 167 124;
set combi[757]:= 167 390;
set combi[758]:= 167 148;
set combi[759]:= 167 62;
set combi[760]:= 167 291;
set combi[761]:= 167 134;
set combi[762]:= 167 411;
set combi[763]:= 167 196;
set combi[764]:= 167 170;
set combi[765]:= 167 252;
set combi[766]:= 167 295;
set combi[767]:= 167 180;
set combi[768]:= 167 138;
set combi[769]:= 167 334;
set combi[770]:= 167 48;
set combi[771]:= 167 99;
set combi[772]:= 167 423;
set combi[773]:= 167 156;
set combi[774]:= 167 160;
set combi[775]:= 167 7;
set combi[776]:= 167 408;
set combi[777]:= 167 152;
set combi[778]:= 167 396;
set combi[779]:= 167 192;
set combi[780]:= 167 337;
set combi[781]:= 167 342;
set combi[782]:= 167 212;
set combi[783]:= 167 164;
set combi[784]:= 167 350;
set combi[785]:= 167 261;
set combi[786]:= 167 296;
set combi[787]:= 167 257;
set combi[788]:= 167 217;
set combi[789]:= 167 313;
set combi[790]:= 167 281;
set combi[791]:= 167 107;
set combi[792]:= 167 331;
set combi[793]:= 167 250;
set combi[794]:= 167 406;
set combi[795]:= 167 416;
set combi[796]:= 167 34;
set combi[797]:= 167 56;
set combi[798]:= 167 211;
set combi[799]:= 167 115;
set combi[800]:= 167 135;
set combi[801]:= 167 43;
set combi[802]:= 167 230;
set combi[803]:= 167 35;
set combi[804]:= 167 28;
set combi[805]:= 167 284;
set combi[806]:= 167 304;
set combi[807]:= 167 70;
set combi[808]:= 167 17;
set combi[809]:= 167 161;
set combi[810]:= 167 4;
set combi[811]:= 167 248;
set combi[812]:= 167 82;
set combi[813]:= 167 143;
set combi[814]:= 167 1;
set combi[815]:= 167 238;
set combi[816]:= 167 50;
set combi[817]:= 167 139;
set combi[818]:= 167 213;
set combi[819]:= 167 209;
set combi[820]:= 167 346;
set combi[821]:= 167 326;
set combi[822]:= 167 356;
set combi[823]:= 167 169;
set combi[824]:= 167 413;
set combi[825]:= 167 165;
set combi[826]:= 167 104;
set combi[827]:= 167 193;
set combi[828]:= 167 221;
set combi[829]:= 167 308;
set combi[830]:= 167 273;
set combi[831]:= 167 218;
set combi[832]:= 167 101;
set combi[833]:= 167 343;
set combi[834]:= 167 226;
set combi[835]:= 167 314;
set combi[836]:= 167 77;
set combi[837]:= 167 329;
set combi[838]:= 167 364;
set combi[839]:= 167 81;
set combi[840]:= 167 234;
set combi[841]:= 167 379;
set combi[842]:= 167 231;
set combi[843]:= 167 321;
set combi[844]:= 167 42;
set combi[845]:= 167 236;
set combi[846]:= 167 159;
set combi[847]:= 167 132;
set combi[848]:= 167 177;
set combi[849]:= 167 100;
set combi[850]:= 167 267;
set combi[851]:= 167 285;
set combi[852]:= 167 359;
set combi[853]:= 167 263;
set combi[854]:= 167 188;
set combi[855]:= 167 405;
set combi[856]:= 167 57;
set combi[857]:= 167 400;
set combi[858]:= 167 414;
set combi[859]:= 167 88;
set combi[860]:= 167 246;
set combi[861]:= 167 157;
set combi[862]:= 167 339;
set combi[863]:= 167 29;
set combi[864]:= 167 129;
set combi[865]:= 167 71;
set combi[866]:= 167 23;
set combi[867]:= 167 387;
set combi[868]:= 167 305;
set combi[869]:= 167 206;
set combi[870]:= 167 394;
set combi[871]:= 167 94;
set combi[872]:= 167 311;
set combi[873]:= 167 376;
set combi[874]:= 167 153;
set combi[875]:= 167 309;
set combi[876]:= 167 58;
set combi[877]:= 167 111;
set combi[878]:= 167 258;
set combi[879]:= 167 327;
set combi[880]:= 167 318;
set combi[881]:= 167 279;
set combi[882]:= 167 13;
set combi[883]:= 167 146;
set combi[884]:= 167 26;
set combi[885]:= 167 330;
set combi[886]:= 167 301;
set combi[887]:= 167 5;
set combi[888]:= 167 409;
set combi[889]:= 167 389;
set combi[890]:= 167 422;
set combi[891]:= 167 303;
set combi[892]:= 167 172;
set combi[893]:= 167 123;
set combi[894]:= 167 403;
set combi[895]:= 167 398;
set combi[896]:= 167 114;
set combi[897]:= 167 264;
set combi[898]:= 167 78;
set combi[899]:= 167 370;
set combi[900]:= 167 224;
set combi[901]:= 167 190;
set combi[902]:= 167 388;
set combi[903]:= 167 105;
set combi[904]:= 167 324;
set combi[905]:= 167 352;
set combi[906]:= 167 269;
set combi[907]:= 167 144;
set combi[908]:= 167 392;
set combi[909]:= 167 68;
set combi[910]:= 167 201;
set combi[911]:= 167 16;
set combi[912]:= 167 66;
set combi[913]:= 167 360;
set combi[914]:= 167 25;
set combi[915]:= 167 37;
set combi[916]:= 167 140;
set combi[917]:= 167 222;
set combi[918]:= 167 237;
set combi[919]:= 167 293;
set combi[920]:= 167 280;
set combi[921]:= 167 154;
set combi[922]:= 167 166;
set combi[923]:= 167 355;
set combi[924]:= 167 351;
set combi[925]:= 167 219;
set combi[926]:= 167 259;
set combi[927]:= 167 96;
set combi[928]:= 167 332;
set combi[929]:= 167 41;
set combi[930]:= 167 8;
set combi[931]:= 167 265;
set combi[932]:= 167 235;
set combi[933]:= 167 30;
set combi[934]:= 167 320;
set combi[935]:= 167 73;
set combi[936]:= 167 225;
set combi[937]:= 167 302;
set combi[938]:= 167 121;
set combi[939]:= 167 242;
set combi[940]:= 167 40;
set combi[941]:= 167 274;
set combi[942]:= 167 125;
set combi[943]:= 167 90;
set combi[944]:= 167 270;
set combi[945]:= 167 175;
set combi[946]:= 167 203;
set combi[947]:= 167 98;
set combi[948]:= 167 294;
set combi[949]:= 167 44;
set combi[950]:= 167 372;
set combi[951]:= 167 53;
set combi[952]:= 167 149;
set combi[953]:= 167 366;
set combi[954]:= 167 181;
set combi[955]:= 167 373;
set combi[956]:= 167 141;
set combi[957]:= 167 245;
set combi[958]:= 167 253;
set combi[959]:= 167 393;
set combi[960]:= 417 51;
set combi[961]:= 417 176;
set combi[962]:= 417 377;
set combi[963]:= 417 307;
set combi[964]:= 417 322;
set combi[965]:= 417 233;
set combi[966]:= 417 378;
set combi[967]:= 417 150;
set combi[968]:= 417 162;
set combi[969]:= 417 424;
set combi[970]:= 417 354;
set combi[971]:= 417 415;
set combi[972]:= 417 27;
set combi[973]:= 417 173;
set combi[974]:= 417 163;
set combi[975]:= 417 137;
set combi[976]:= 417 216;
set combi[977]:= 417 83;
set combi[978]:= 417 353;
set combi[979]:= 417 375;
set combi[980]:= 417 174;
set combi[981]:= 417 229;
set combi[982]:= 417 14;
set combi[983]:= 417 182;
set combi[984]:= 417 178;
set combi[985]:= 417 184;
set combi[986]:= 417 306;
set combi[987]:= 417 232;
set combi[988]:= 417 380;
set combi[989]:= 417 319;
set combi[990]:= 417 374;
set combi[991]:= 417 425;
set combi[992]:= 417 243;
set combi[993]:= 417 171;
set combi[994]:= 417 18;
set combi[995]:= 417 24;
set combi[996]:= 417 185;
set combi[997]:= 417 49;
set combi[998]:= 417 168;
set combi[999]:= 417 381;
set combi[1000]:= 417 227;
set combi[1001]:= 417 183;
set combi[1002]:= 417 268;
set combi[1003]:= 417 421;
set combi[1004]:= 417 39;
set combi[1005]:= 417 179;
set combi[1006]:= 417 97;
set combi[1007]:= 417 323;
set combi[1008]:= 417 292;
set combi[1009]:= 417 256;
set combi[1010]:= 417 357;
set combi[1011]:= 417 317;
set combi[1012]:= 417 228;
set combi[1013]:= 417 124;
set combi[1014]:= 417 390;
set combi[1015]:= 417 170;
set combi[1016]:= 417 180;
set combi[1017]:= 417 334;
set combi[1018]:= 417 423;
set combi[1019]:= 417 160;
set combi[1020]:= 417 164;
set combi[1021]:= 417 281;
set combi[1022]:= 417 34;
set combi[1023]:= 417 230;
set combi[1024]:= 417 35;
set combi[1025]:= 417 304;
set combi[1026]:= 417 161;
set combi[1027]:= 417 4;
set combi[1028]:= 417 1;
set combi[1029]:= 417 356;
set combi[1030]:= 417 169;
set combi[1031]:= 417 165;
set combi[1032]:= 417 308;
set combi[1033]:= 417 226;
set combi[1034]:= 417 234;
set combi[1035]:= 417 379;
set combi[1036]:= 417 231;
set combi[1037]:= 417 321;
set combi[1038]:= 417 42;
set combi[1039]:= 417 236;
set combi[1040]:= 417 177;
set combi[1041]:= 417 359;
set combi[1042]:= 417 29;
set combi[1043]:= 417 305;
set combi[1044]:= 417 376;
set combi[1045]:= 417 309;
set combi[1046]:= 417 111;
set combi[1047]:= 417 318;
set combi[1048]:= 417 13;
set combi[1049]:= 417 389;
set combi[1050]:= 417 422;
set combi[1051]:= 417 303;
set combi[1052]:= 417 172;
set combi[1053]:= 417 190;
set combi[1054]:= 417 388;
set combi[1055]:= 417 352;
set combi[1056]:= 417 269;
set combi[1057]:= 417 360;
set combi[1058]:= 417 237;
set combi[1059]:= 417 293;
set combi[1060]:= 417 166;
set combi[1061]:= 417 355;
set combi[1062]:= 417 235;
set combi[1063]:= 417 320;
set combi[1064]:= 417 225;
set combi[1065]:= 417 175;
set combi[1066]:= 417 203;
set combi[1067]:= 417 372;
set combi[1068]:= 417 181;
set combi[1069]:= 417 373;
set combi[1070]:= 51 55;
set combi[1071]:= 51 109;
set combi[1072]:= 51 315;
set combi[1073]:= 51 335;
set combi[1074]:= 51 176;
set combi[1075]:= 51 69;
set combi[1076]:= 51 11;
set combi[1077]:= 51 130;
set combi[1078]:= 51 31;
set combi[1079]:= 51 377;
set combi[1080]:= 51 197;
set combi[1081]:= 51 126;
set combi[1082]:= 51 307;
set combi[1083]:= 51 322;
set combi[1084]:= 51 233;
set combi[1085]:= 51 378;
set combi[1086]:= 51 61;
set combi[1087]:= 51 290;
set combi[1088]:= 51 150;
set combi[1089]:= 51 328;
set combi[1090]:= 51 162;
set combi[1091]:= 51 255;
set combi[1092]:= 51 424;
set combi[1093]:= 51 354;
set combi[1094]:= 51 194;
set combi[1095]:= 51 3;
set combi[1096]:= 51 399;
set combi[1097]:= 51 110;
set combi[1098]:= 51 297;
set combi[1099]:= 51 76;
set combi[1100]:= 51 395;
set combi[1101]:= 51 289;
set combi[1102]:= 51 276;
set combi[1103]:= 51 12;
set combi[1104]:= 51 415;
set combi[1105]:= 51 103;
set combi[1106]:= 51 344;
set combi[1107]:= 51 27;
set combi[1108]:= 51 91;
set combi[1109]:= 51 72;
set combi[1110]:= 51 173;
set combi[1111]:= 51 47;
set combi[1112]:= 51 316;
set combi[1113]:= 51 336;
set combi[1114]:= 51 189;
set combi[1115]:= 51 163;
set combi[1116]:= 51 2;
set combi[1117]:= 51 137;
set combi[1118]:= 51 210;
set combi[1119]:= 51 275;
set combi[1120]:= 51 286;
set combi[1121]:= 51 63;
set combi[1122]:= 51 325;
